device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
Advent The New Advent Loudspeaker,speaker,dbx-1231,ASR,,3.02,3.53,0.5099999999999998,-0.7,31,0.24,2023-08-04-23:42:58,eq/Advent The New Advent Loudspeaker/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.25,4.32,PK,125.0,0.25,4.32,PK,160.0,0.25,4.32,PK,200.0,0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.5,4.32,PK,5000.0,-0.5,4.32,PK,6300.0,-0.5,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,0.75,4.32,PK,20000.0,0.0,4.32
Advent The New Advent Loudspeaker,speaker,autoeq,ASR,,3.02,5.81,2.7899999999999996,-3.0,9,0.24,2023-08-05-01:29:19,eq/Advent The New Advent Loudspeaker/iir-autoeq.txt,PK,52.0,2.97,0.27,PK,121.0,-0.26,2.12,PK,158.0,0.9,1.84,PK,354.0,-0.78,1.6,PK,998.0,2.53,2.75,PK,2302.0,-1.12,1.83,PK,4492.0,-2.59,2.13,PK,7417.0,-2.5,0.5,PK,12246.0,-2.86,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA Cinema CCRM10-P,speaker,dbx-1215,Vendors-AIA Cinema,,4.49,4.73,0.2400000000000002,-0.3,15,0.24,2023-08-04-23:32:45,eq/AIA Cinema CCRM10-P/iir-autoeq-dbx-1215.txt,PK,25.0,0.0,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,-0.5,2.14,PK,1000.0,-0.5,2.14,PK,1600.0,-0.25,2.14,PK,2500.0,-0.5,2.14,PK,4000.0,-0.5,2.14,PK,6300.0,-0.75,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA Cinema CCRM10-P,speaker,dbx-1231,Vendors-AIA Cinema,,4.49,4.8,0.3099999999999996,-0.4,31,0.24,2023-08-04-23:43:20,eq/AIA Cinema CCRM10-P/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.0,4.32,PK,31.0,0.0,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,-0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.5,4.32,PK,6300.0,-0.5,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
AIA Cinema CCRM10-P,speaker,autoeq,Vendors-AIA Cinema,,4.49,5.74,1.25,-1.7,9,0.24,2023-08-05-01:34:08,eq/AIA Cinema CCRM10-P/iir-autoeq.txt,LS,65.0,1.52,0.4,PK,253.0,1.1,2.28,PK,478.0,0.79,2.84,PK,1442.0,1.02,2.97,PK,2153.0,2.82,2.98,PK,3930.0,2.49,2.17,PK,5310.0,-2.72,0.37,PK,7669.0,2.34,2.89,PK,13537.0,1.26,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIYIMA S600,speaker,autoeq,Misc,,2.14,6.23,4.09,-3.0,7,0.28,2025-08-12-16:27:25,eq/AIYIMA S600/iir-autoeq.txt,PK,105.0,-3.46,1.68,PK,1244.0,-5.45,1.86,PK,1642.0,3.0,1.04,PK,1954.0,3.0,2.94,PK,3405.0,-3.16,1.31,PK,8397.0,-5.24,1.28,PK,16239.0,-4.26,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIYIMA S600,speaker,autoeq,Misc,,2.14,6.23,4.09,-3.0,7,0.28,2025-08-12-16:27:25,eq/AIYIMA S600/iir.txt,PK,105.0,-3.46,1.68,PK,1244.0,-5.45,1.86,PK,1642.0,3.0,1.04,PK,1954.0,3.0,2.94,PK,3405.0,-3.16,1.31,PK,8397.0,-5.24,1.28,PK,16239.0,-4.26,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio LR7+LRB,speaker,dbx-1215,Vendors-Alcons Audio,,4.03,4.18,0.14999999999999947,-1.1,15,0.24,2023-08-04-23:33:09,eq/Alcons Audio LR7+LRB/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,-0.5,2.14,PK,100.0,-0.5,2.14,PK,160.0,0.25,2.14,PK,250.0,0.5,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.5,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.75,2.14,PK,10000.0,1.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio LR7+LRB,speaker,dbx-1231,Vendors-Alcons Audio,,4.03,4.29,0.2599999999999998,-1.0,31,0.24,2023-08-04-23:45:57,eq/Alcons Audio LR7+LRB/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,-0.5,4.32,PK,63.0,-0.25,4.32,PK,80.0,-0.75,4.32,PK,100.0,-0.5,4.32,PK,125.0,0.0,4.32,PK,160.0,0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,-0.25,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.5,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.75,4.32,PK,12000.0,0.75,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Alcons Audio LR7+LRB,speaker,autoeq,Vendors-Alcons Audio,,4.03,5.83,1.7999999999999998,-4.2,9,0.24,2023-08-05-01:47:29,eq/Alcons Audio LR7+LRB/iir-autoeq.txt,PK,78.0,-2.97,1.09,PK,138.0,2.98,2.91,PK,271.0,2.92,1.06,PK,547.0,-2.68,2.97,PK,691.0,0.91,1.6,PK,1348.0,2.68,2.92,PK,2813.0,-2.87,2.69,PK,7173.0,2.05,0.59,PK,11454.0,2.86,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QR24,speaker,dbx-1215,Vendors-Alcons Audio,,4.92,5.12,0.20000000000000018,-1.0,15,0.24,2023-08-04-23:33:36,eq/Alcons Audio QR24/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.5,2.14,PK,1000.0,0.75,2.14,PK,1600.0,0.75,2.14,PK,2500.0,0.5,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.5,2.14,PK,16000.0,0.75,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QR24,speaker,dbx-1231,Vendors-Alcons Audio,,4.92,5.07,0.15000000000000036,-0.8,31,0.24,2023-08-04-23:44:31,eq/Alcons Audio QR24/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.5,4.32,PK,1250.0,0.5,4.32,PK,1600.0,0.5,4.32,PK,2000.0,0.5,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Alcons Audio QR24,speaker,autoeq,Vendors-Alcons Audio,,4.92,5.7,0.7800000000000002,-2.9,9,0.24,2023-08-05-04:08:49,eq/Alcons Audio QR24/iir-autoeq.txt,LS,71.0,2.91,1.03,PK,262.0,-0.54,1.24,PK,844.0,-0.7,1.64,PK,998.0,2.35,2.77,PK,1220.0,0.33,1.58,PK,1822.0,2.15,1.25,PK,3008.0,-0.5,1.84,PK,7417.0,-0.72,2.29,PK,10361.0,0.55,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP20 120x15,speaker,dbx-1215,Vendors-Alcons Audio,,3.6,3.75,0.1499999999999999,-0.3,15,0.24,2023-08-04-23:34:08,eq/Alcons Audio QRP20 120x15/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,-0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP20 120x15,speaker,dbx-1231,Vendors-Alcons Audio,,3.6,3.94,0.33999999999999986,-0.7,31,0.24,2023-08-04-23:46:49,eq/Alcons Audio QRP20 120x15/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.5,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.25,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,-0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.5,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.5,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Alcons Audio QRP20 120x15,speaker,autoeq,Vendors-Alcons Audio,,3.6,5.06,1.4599999999999995,-2.9,9,0.24,2023-08-05-02:57:47,eq/Alcons Audio QRP20 120x15/iir-autoeq.txt,PK,125.0,-2.99,1.27,PK,404.0,2.73,0.56,PK,817.0,1.97,2.57,PK,1180.0,-2.21,0.5,PK,2380.0,2.61,2.2,PK,4064.0,2.27,2.86,PK,5310.0,1.95,2.35,PK,8766.0,2.59,2.91,PK,13997.0,0.53,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP20 90x15,speaker,dbx-1215,Vendors-Alcons Audio,,4.02,4.14,0.1200000000000001,-0.6,15,0.24,2023-08-04-23:29:14,eq/Alcons Audio QRP20 90x15/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,-0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.5,2.14,PK,16000.0,0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP20 90x15,speaker,dbx-1231,Vendors-Alcons Audio,,4.02,4.27,0.25,-0.7,31,0.24,2023-08-04-23:41:25,eq/Alcons Audio QRP20 90x15/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.5,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.5,4.32,PK,630.0,0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.5,4.32,PK,12000.0,0.5,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Alcons Audio QRP20 90x15,speaker,autoeq,Vendors-Alcons Audio,,4.04,5.21,1.17,-2.9,9,0.24,2023-08-26-14:11:07,eq/Alcons Audio QRP20 90x15/iir-autoeq.txt,LS,90.0,2.82,0.67,PK,109.0,-2.97,2.92,PK,153.0,-2.94,1.78,PK,214.0,1.46,1.89,PK,320.0,1.74,1.61,PK,462.0,-1.42,2.8,PK,529.0,2.56,2.11,PK,2909.0,-1.64,2.7,PK,11454.0,2.95,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP40,speaker,dbx-1215,Vendors-Alcons Audio,,4.9,4.99,0.08999999999999986,-1.0,15,0.24,2023-08-04-23:29:56,eq/Alcons Audio QRP40/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,-0.5,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.5,2.14,PK,4000.0,0.75,2.14,PK,6300.0,0.75,2.14,PK,10000.0,0.5,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio QRP40,speaker,dbx-1231,Vendors-Alcons Audio,,4.9,4.95,0.04999999999999982,-0.7,31,0.24,2023-08-04-23:42:17,eq/Alcons Audio QRP40/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.5,4.32,PK,125.0,-0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.5,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
Alcons Audio QRP40,speaker,autoeq,Vendors-Alcons Audio,,4.58,5.65,1.0700000000000003,-3.5,7,0.26,2024-03-19-16:53:26,eq/Alcons Audio QRP40/iir-autoeq.txt,PK,102.0,-3.0,2.94,PK,130.0,-1.43,2.31,PK,424.0,-0.79,2.95,PK,1161.0,-1.14,3.0,PK,5347.0,2.37,0.45,PK,7308.0,1.58,2.97,PK,11085.0,-2.83,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio RR12,speaker,dbx-1215,Vendors-Alcons Audio,,2.5,2.66,0.16000000000000014,-0.6,15,0.24,2023-08-04-23:31:51,eq/Alcons Audio RR12/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.5,2.14,PK,160.0,-0.5,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.5,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.5,2.14,PK,16000.0,-0.75,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio RR12,speaker,dbx-1231,Vendors-Alcons Audio,,2.5,2.68,0.18000000000000016,-0.4,31,0.24,2023-08-04-23:46:31,eq/Alcons Audio RR12/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,-0.5,4.32,PK,100.0,-0.5,4.32,PK,125.0,-0.5,4.32,PK,160.0,-0.5,4.32,PK,200.0,-0.5,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.5,4.32,PK,500.0,-0.5,4.32,PK,630.0,0.0,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,-0.75,4.32,PK,20000.0,0.0,4.32
Alcons Audio RR12,speaker,lw,Vendors-Alcons Audio,,2.57,3.2,0.6300000000000003,-3.0,7,0.24,2023-09-14-14:33:29,eq/Alcons Audio RR12/iir-autoeq-lw.txt,PK,87.0,-2.26,2.94,PK,121.0,-1.91,1.83,PK,207.0,-2.75,0.59,PK,2014.0,2.77,1.44,PK,4803.0,2.82,2.43,PK,12246.0,-2.96,2.06,PK,15474.0,-2.94,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio RR12,speaker,score,Vendors-Alcons Audio,,2.57,4.19,1.6200000000000006,-2.8,7,0.24,2023-09-14-14:35:08,eq/Alcons Audio RR12/iir-autoeq-score.txt,PK,60.0,2.92,2.97,PK,89.0,-2.98,1.37,PK,169.0,-2.93,0.86,PK,462.0,-2.45,2.99,PK,2082.0,2.92,1.33,PK,13537.0,-2.98,0.72,PK,14473.0,-2.98,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio RR12,speaker,autoeq,Vendors-Alcons Audio,,2.57,4.44,1.8700000000000006,-1.8,7,0.26,2023-11-24-18:11:02,eq/Alcons Audio RR12/iir-autoeq.txt,PK,51.0,2.99,2.97,PK,60.0,2.96,3.0,PK,113.0,-6.41,0.59,PK,121.0,2.41,1.25,PK,714.0,-1.83,2.99,PK,1887.0,2.12,1.18,PK,13652.0,-7.72,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio SR9,speaker,dbx-1215,Vendors-Alcons Audio,,2.39,2.82,0.4299999999999997,-0.7,15,0.24,2023-08-04-23:32:03,eq/Alcons Audio SR9/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.5,2.14,PK,160.0,0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,-0.5,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcons Audio SR9,speaker,dbx-1231,Vendors-Alcons Audio,,2.39,3.1,0.71,-0.8,31,0.24,2023-08-04-23:43:10,eq/Alcons Audio SR9/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.5,4.32,PK,100.0,0.5,4.32,PK,125.0,0.5,4.32,PK,160.0,0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.5,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.5,4.32,PK,5000.0,-0.5,4.32,PK,6300.0,0.0,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
Alcons Audio SR9,speaker,autoeq,Vendors-Alcons Audio,,2.15,4.73,2.5800000000000005,-4.3,9,0.24,2023-08-26-15:26:58,eq/Alcons Audio SR9/iir-autoeq.txt,LS,150.0,2.98,0.5,PK,150.0,2.42,0.72,PK,150.0,2.05,0.47,PK,207.0,-2.89,0.58,PK,207.0,-2.9,2.66,PK,511.0,1.36,2.46,PK,998.0,1.4,2.95,PK,2545.0,2.99,2.54,PK,4345.0,-0.89,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
